Valence,Arousal,FNO,FPS,X-axis
-0.14261,0.01197,721,20,36.05
-0.17933,0.00294,722,20,36.1
-0.15679,0.00356,723,20,36.15
-0.18069,-0.0189,724,20,36.2
-0.18493,-0.00643,725,20,36.25
-0.21679,0.02102,726,20,36.3
-0.17542,0.03076,727,20,36.35
-0.19078,0.03847,728,20,36.4
-0.19086,0.0389,729,20,36.45
-0.18184,0.00949,730,20,36.5
-0.1861,-0.01022,731,20,36.55
-0.1883,0.00248,732,20,36.6
-0.20704,0.0216,733,20,36.65
-0.20334,0.01668,734,20,36.7
-0.17429,0.00083,735,20,36.75
-0.17948,0.01551,736,20,36.8
-0.20276,0.00144,737,20,36.85
-0.20263,-0.01678,738,20,36.9
-0.22755,0.01819,739,20,36.95
-0.23542,0.00259,740,20,37.0
-0.27134,0.02685,741,20,37.05
-0.27849,0.00611,742,20,37.1
-0.20783,0.0126,743,20,37.15
-0.22827,0.04769,744,20,37.2
-0.22243,0.02496,745,20,37.25
-0.21593,0.01472,746,20,37.3
-0.21631,-0.01097,747,20,37.35
-0.19481,-0.01622,748,20,37.4
-0.20768,-0.02755,749,20,37.45
-0.21233,-0.02232,750,20,37.5
-0.23207,0.01252,751,20,37.55
-0.23328,-0.00659,752,20,37.6
-0.22105,-0.005,753,20,37.65
-0.218,0.03361,754,20,37.7
-0.22501,0.02571,755,20,37.75
-0.20211,0.01393,756,20,37.8
-0.22404,0.02765,757,20,37.85
-0.22915,0.03955,758,20,37.9
-0.2191,0.05265,759,20,37.95
-0.23173,0.02796,760,20,38.0
-0.20586,0.02517,761,20,38.05
-0.18532,0.0171,762,20,38.1
-0.19172,0.03253,763,20,38.15
-0.22325,0.0063,764,20,38.2
-0.26089,0.04805,765,20,38.25
-0.23357,0.03123,766,20,38.3
-0.24384,0.06592,767,20,38.35
-0.25234,0.07322,768,20,38.4
-0.17355,0.00894,769,20,38.45
-0.21362,0.02964,770,20,38.5
-0.21807,0.03131,771,20,38.55
-0.17067,0.02777,772,20,38.6
-0.17577,0.01705,773,20,38.65
-0.16989,-0.00061,774,20,38.7
-0.19015,0.02566,775,20,38.75
-0.19215,0.06217,776,20,38.8
-0.18752,0.04393,777,20,38.85
-0.20357,0.02408,778,20,38.9
-0.19351,0.00232,779,20,38.95
-0.21175,0.02751,780,20,39.0
-0.21697,-0.00478,781,20,39.05
-0.21258,-0.00037,782,20,39.1
-0.25759,0.01535,783,20,39.15
-0.24409,0.02686,784,20,39.2
-0.22937,0.00402,785,20,39.25
-0.26301,0.01618,786,20,39.3
-0.29418,0.05832,787,20,39.35
-0.3047,0.03047,788,20,39.4
-0.29023,0.05741,789,20,39.45
-0.28683,0.06226,790,20,39.5
-0.28639,0.02908,791,20,39.55
-0.31434,0.05424,792,20,39.6
-0.28199,0.05226,793,20,39.65
-0.28715,0.04349,794,20,39.7
-0.28577,0.04581,795,20,39.75
-0.27762,0.01305,796,20,39.8
-0.2822,0.0453,797,20,39.85
-0.25615,0.03726,798,20,39.9
-0.28366,0.05576,799,20,39.95
-0.26066,0.04213,800,20,40.0
-0.2927,0.03513,801,20,40.05
-0.27905,0.06076,802,20,40.1
-0.27237,0.1025,803,20,40.15
-0.26811,0.07548,804,20,40.2
-0.28826,-0.00652,805,20,40.25
-0.28087,0.00936,806,20,40.3
-0.25986,-0.00299,807,20,40.35
-0.26428,0.04882,808,20,40.4
-0.2495,0.03462,809,20,40.45
-0.25865,0.02583,810,20,40.5
-0.27758,0.04867,811,20,40.55
-0.32334,0.06755,812,20,40.6
-0.30194,0.02401,813,20,40.65
-0.2678,0.04619,814,20,40.7
-0.26221,0.04703,815,20,40.75
-0.31253,-0.0015,816,20,40.8
-0.27656,0.03607,817,20,40.85
-0.28394,0.03038,818,20,40.9
-0.27668,0.01925,819,20,40.95
-0.28138,0.06316,820,20,41.0
-0.27658,0.08687,821,20,41.05
-0.27937,0.0255,822,20,41.1
-0.27022,0.05306,823,20,41.15
-0.22872,-0.01321,824,20,41.2
-0.21344,0.01523,825,20,41.25
-0.22998,0.00431,826,20,41.3
-0.23598,0.00389,827,20,41.35
-0.24612,0.01219,828,20,41.4
-0.23394,0.01008,829,20,41.45
-0.22456,0.00442,830,20,41.5
-0.23469,0.02896,831,20,41.55
-0.2616,0.031,832,20,41.6
-0.25897,0.0442,833,20,41.65
-0.2284,0.04796,834,20,41.7
-0.25169,0.03642,835,20,41.75
-0.25874,0.04545,836,20,41.8
-0.25219,0.01724,837,20,41.85
-0.27691,0.05225,838,20,41.9
-0.25664,0.06837,839,20,41.95
-0.22542,0.04648,840,20,42.0
-0.25858,0.07833,841,20,42.05
-0.24068,0.04207,842,20,42.1
-0.22711,0.08894,843,20,42.15
-0.21625,0.07135,844,20,42.2
-0.23453,0.0824,845,20,42.25
-0.25487,0.07673,846,20,42.3
-0.24667,0.08521,847,20,42.35
-0.22497,0.05618,848,20,42.4
-0.24058,0.07006,849,20,42.45
-0.21335,0.03284,850,20,42.5
-0.22042,0.03864,851,20,42.55
-0.22043,0.02352,852,20,42.6
-0.23789,0.03816,853,20,42.65
-0.25067,0.06216,854,20,42.7
-0.24765,0.06368,855,20,42.75
-0.23862,0.03449,856,20,42.8
-0.22534,0.0211,857,20,42.85
-0.24131,0.02852,858,20,42.9
-0.21432,0.06219,859,20,42.95
-0.23119,0.05739,860,20,43.0
-0.21103,0.04173,861,20,43.05
-0.20662,0.0295,862,20,43.1
-0.20172,0.04304,863,20,43.15
-0.19399,0.0245,864,20,43.2
-0.22864,0.08047,865,20,43.25
-0.22067,0.07681,866,20,43.3
-0.26087,0.11406,867,20,43.35
-0.22614,0.04586,868,20,43.4
-0.22336,0.07175,869,20,43.45
-0.22623,0.02847,870,20,43.5
-0.21123,0.0372,871,20,43.55
-0.21753,0.04892,872,20,43.6
-0.21092,0.05037,873,20,43.65
-0.21264,0.06106,874,20,43.7
-0.21109,0.08356,875,20,43.75
-0.2092,0.09353,876,20,43.8
-0.22751,0.08932,877,20,43.85
-0.20823,0.08408,878,20,43.9
-0.19155,0.05565,879,20,43.95
-0.2319,0.08698,880,20,44.0
-0.21318,0.05681,881,20,44.05
-0.23604,0.09244,882,20,44.1
-0.21682,0.05243,883,20,44.15
-0.1981,0.02298,884,20,44.2
-0.22234,-0.0021,885,20,44.25
-0.20968,-0.02172,886,20,44.3
-0.19145,-0.03157,887,20,44.35
-0.22039,-0.0211,888,20,44.4
-0.2246,-0.00634,889,20,44.45
-0.21135,-0.02003,890,20,44.5
-0.2302,-0.00642,891,20,44.55
-0.21438,-0.0128,892,20,44.6
-0.21765,-0.00348,893,20,44.65
-0.24603,0.06811,894,20,44.7
-0.24376,0.03477,895,20,44.75
-0.18423,-0.00716,896,20,44.8
-0.19739,-0.01907,897,20,44.85
-0.18581,-0.01146,898,20,44.9
-0.19212,-0.03451,899,20,44.95
-0.16785,-0.0288,900,20,45.0
-0.16708,-0.00888,901,20,45.05
-0.21259,-0.01819,902,20,45.1
-0.20219,-0.06632,903,20,45.15
-0.19537,-0.05541,904,20,45.2
-0.19189,-0.03351,905,20,45.25
-0.19479,-0.02536,906,20,45.3
-0.21551,-0.10021,907,20,45.35
-0.21598,-0.07254,908,20,45.4
-0.24848,-0.11899,909,20,45.45
-0.26258,-0.11828,910,20,45.5
-0.26534,-0.07352,911,20,45.55
-0.20247,-0.05061,912,20,45.6
-0.21742,-0.05247,913,20,45.65
-0.22742,-0.06062,914,20,45.7
-0.24176,-0.07637,915,20,45.75
-0.24542,-0.08015,916,20,45.8
-0.26312,-0.0856,917,20,45.85
-0.28565,-0.0496,918,20,45.9
-0.28616,-0.08936,919,20,45.95
-0.27179,-0.0511,920,20,46.0
-0.26171,-0.04901,921,20,46.05
-0.24504,-0.05232,922,20,46.1
-0.27217,-0.06541,923,20,46.15
-0.21485,-0.02688,924,20,46.2
-0.23554,-0.05247,925,20,46.25
-0.21913,-0.0237,926,20,46.3
-0.21688,-0.0052,927,20,46.35
-0.25546,-0.04607,928,20,46.4
-0.22122,-0.02219,929,20,46.45
-0.24008,-0.00921,930,20,46.5
-0.22888,0.01357,931,20,46.55
-0.18698,0.00447,932,20,46.6
-0.18584,-0.01694,933,20,46.65
-0.19257,-0.00902,934,20,46.7
-0.18741,0.00156,935,20,46.75
-0.18869,0.02235,936,20,46.8
-0.19879,0.00266,937,20,46.85
-0.17421,-0.00654,938,20,46.9
-0.18156,-0.02579,939,20,46.95
-0.18718,0.00179,940,20,47.0
-0.20908,-0.01643,941,20,47.05
-0.21367,-0.00582,942,20,47.1
-0.22018,-0.02829,943,20,47.15
-0.2031,-0.00639,944,20,47.2
-0.19347,-0.02591,945,20,47.25
-0.19685,-0.04372,946,20,47.3
-0.20978,-0.02042,947,20,47.35
-0.18341,-0.04015,948,20,47.4
-0.19071,-0.03919,949,20,47.45
-0.1856,-0.04505,950,20,47.5
-0.20098,-0.04641,951,20,47.55
-0.21935,-0.055,952,20,47.6
-0.20143,-0.06556,953,20,47.65
-0.1914,-0.04213,954,20,47.7
-0.19861,-0.03976,955,20,47.75
-0.21458,-0.06631,956,20,47.8
-0.20645,-0.07426,957,20,47.85
-0.19852,-0.04896,958,20,47.9
-0.22341,-0.06704,959,20,47.95
-0.24372,-0.09378,960,20,48.0
-0.2299,-0.06925,961,20,48.05
-0.22739,-0.06348,962,20,48.1
-0.24721,-0.07835,963,20,48.15
-0.26406,-0.1057,964,20,48.2
-0.24724,-0.08528,965,20,48.25
-0.24429,-0.11208,966,20,48.3
-0.2449,-0.10299,967,20,48.35
-0.25472,-0.12993,968,20,48.4
-0.27932,-0.14191,969,20,48.45
-0.23087,-0.0854,970,20,48.5
-0.24972,-0.1017,971,20,48.55
-0.27071,-0.10186,972,20,48.6
-0.25367,-0.09214,973,20,48.65
-0.28364,-0.11618,974,20,48.7
-0.29423,-0.10235,975,20,48.75
-0.2605,-0.08044,976,20,48.8
-0.26364,-0.07464,977,20,48.85
-0.27917,-0.06911,978,20,48.9
-0.26562,-0.08292,979,20,48.95
-0.26189,-0.09453,980,20,49.0
-0.24965,-0.0809,981,20,49.05
-0.22886,-0.05125,982,20,49.1
-0.25616,-0.07352,983,20,49.15
-0.25106,-0.07972,984,20,49.2
-0.2738,-0.09457,985,20,49.25
-0.2873,-0.10909,986,20,49.3
-0.26942,-0.08304,987,20,49.35
-0.22843,-0.08399,988,20,49.4
-0.24821,-0.07374,989,20,49.45
-0.21976,-0.04587,990,20,49.5
-0.23465,-0.05541,991,20,49.55
-0.23075,-0.06436,992,20,49.6
-0.22935,-0.06551,993,20,49.65
-0.23008,-0.06674,994,20,49.7
-0.21978,-0.03588,995,20,49.75
-0.21353,-0.05175,996,20,49.8
-0.22698,-0.04078,997,20,49.85
-0.22902,-0.05002,998,20,49.9
-0.23829,-0.06252,999,20,49.95
-0.23587,-0.03258,1000,20,50.0
-0.21653,0.03314,1001,20,50.05
-0.2073,0.00488,1002,20,50.1
-0.22321,0.00995,1003,20,50.15
-0.20564,-0.01719,1004,20,50.2
-0.21991,0.01074,1005,20,50.25
-0.21402,0.03576,1006,20,50.3
-0.20822,0.02863,1007,20,50.35
-0.22944,0.04565,1008,20,50.4
-0.23189,0.05682,1009,20,50.45
-0.24767,0.10168,1010,20,50.5
-0.23854,0.10098,1011,20,50.55
-0.2776,0.12079,1012,20,50.6
-0.28091,0.11008,1013,20,50.65
-0.24797,0.07353,1014,20,50.7
-0.235,0.07174,1015,20,50.75
-0.22826,0.03037,1016,20,50.8
-0.2894,0.06659,1017,20,50.85
-0.2851,0.09598,1018,20,50.9
-0.2712,0.05982,1019,20,50.95
-0.29462,0.0643,1020,20,51.0
-0.31086,0.07742,1021,20,51.05
-0.31134,0.0859,1022,20,51.1
-0.30668,0.07178,1023,20,51.15
-0.21446,0.06726,1024,20,51.2
-0.23015,0.0804,1025,20,51.25
-0.26913,0.13623,1026,20,51.3
-0.25176,0.10463,1027,20,51.35
-0.24656,0.08494,1028,20,51.4
-0.25404,0.04111,1029,20,51.45
-0.25056,0.04797,1030,20,51.5
-0.24414,0.02954,1031,20,51.55
-0.258,0.0305,1032,20,51.6
-0.25534,0.03658,1033,20,51.65
-0.24841,0.0569,1034,20,51.7
-0.28273,0.0892,1035,20,51.75
-0.26464,0.08136,1036,20,51.8
-0.26639,0.08804,1037,20,51.85
-0.24158,0.05641,1038,20,51.9
-0.2558,0.07779,1039,20,51.95
-0.25645,0.05465,1040,20,52.0
-0.25785,0.07096,1041,20,52.05
-0.1996,0.04348,1042,20,52.1
-0.18483,-0.02209,1043,20,52.15
-0.19414,0.00895,1044,20,52.2
-0.18644,0.02136,1045,20,52.25
-0.19825,0.01691,1046,20,52.3
-0.18171,-0.00698,1047,20,52.35
-0.19648,-0.00292,1048,20,52.4
-0.16483,-0.02448,1049,20,52.45
-0.19792,-0.00576,1050,20,52.5
-0.22239,0.02524,1051,20,52.55
-0.21933,0.01064,1052,20,52.6
-0.22366,-0.01549,1053,20,52.65
-0.21202,0.01347,1054,20,52.7
-0.23033,-0.00314,1055,20,52.75
-0.20105,0.01167,1056,20,52.8
-0.20968,0.01823,1057,20,52.85
-0.21282,-0.0137,1058,20,52.9
-0.25187,0.03807,1059,20,52.95
-0.22974,0.00966,1060,20,53.0
-0.23032,-0.02547,1061,20,53.05
-0.23094,-0.01203,1062,20,53.1
-0.23842,0.00466,1063,20,53.15
-0.23861,0.01794,1064,20,53.2
-0.24876,0.04024,1065,20,53.25
-0.26091,0.07437,1066,20,53.3
-0.22439,-0.01258,1067,20,53.35
-0.22433,-0.01309,1068,20,53.4
-0.22709,-0.03417,1069,20,53.45
-0.20728,-0.02265,1070,20,53.5
-0.21559,-0.0449,1071,20,53.55
-0.21334,-0.03379,1072,20,53.6
-0.23911,-0.05083,1073,20,53.65
-0.24798,-0.0341,1074,20,53.7
-0.21903,-0.00865,1075,20,53.75
-0.21342,0.00376,1076,20,53.8
-0.2084,0.03461,1077,20,53.85
-0.247,0.05264,1078,20,53.9
-0.26266,0.03536,1079,20,53.95
-0.25197,0.02096,1080,20,54.0
-0.288,0.05157,1081,20,54.05
-0.25621,0.0057,1082,20,54.1
-0.24397,0.01624,1083,20,54.15
-0.24559,0.02948,1084,20,54.2
-0.29803,0.05689,1085,20,54.25
-0.25453,0.04659,1086,20,54.3
-0.24838,0.01772,1087,20,54.35
-0.24324,0.00947,1088,20,54.4
-0.25042,0.00072,1089,20,54.45
-0.26555,-0.02266,1090,20,54.5
-0.24169,-0.00917,1091,20,54.55
-0.26912,0.01828,1092,20,54.6
-0.27718,0.03,1093,20,54.65
-0.26168,0.00778,1094,20,54.7
-0.25905,0.01711,1095,20,54.75
-0.25141,0.02813,1096,20,54.8
-0.23894,0.04178,1097,20,54.85
-0.24929,0.02698,1098,20,54.9
-0.25176,0.06072,1099,20,54.95
-0.22557,0.02821,1100,20,55.0
-0.22489,0.04864,1101,20,55.05
-0.245,0.06176,1102,20,55.1
-0.25161,0.07888,1103,20,55.15
-0.24117,0.09992,1104,20,55.2
-0.25288,0.11679,1105,20,55.25
-0.21511,0.068,1106,20,55.3
-0.20213,0.04927,1107,20,55.35
-0.21134,0.04453,1108,20,55.4
-0.2232,0.04583,1109,20,55.45
-0.21629,0.05664,1110,20,55.5
-0.1983,0.05356,1111,20,55.55
-0.20303,0.07595,1112,20,55.6
-0.19901,0.06374,1113,20,55.65
-0.22311,0.08946,1114,20,55.7
-0.22292,0.05789,1115,20,55.75
-0.23282,0.04735,1116,20,55.8
-0.21832,0.05628,1117,20,55.85
-0.23543,0.09173,1118,20,55.9
-0.20949,0.04297,1119,20,55.95
-0.22389,0.08404,1120,20,56.0
-0.24138,0.05815,1121,20,56.05
-0.25286,0.12396,1122,20,56.1
-0.25016,0.12868,1123,20,56.15
-0.23195,0.07713,1124,20,56.2
-0.2487,0.1105,1125,20,56.25
-0.22969,0.106,1126,20,56.3
-0.20202,0.03556,1127,20,56.35
-0.17311,0.07222,1128,20,56.4
-0.18935,0.10289,1129,20,56.45
-0.19456,0.0991,1130,20,56.5
-0.23765,0.13382,1131,20,56.55
-0.22041,0.12117,1132,20,56.6
-0.21738,0.13214,1133,20,56.65
-0.22121,0.12554,1134,20,56.7
-0.24071,0.14543,1135,20,56.75
-0.29055,0.2013,1136,20,56.8
-0.27104,0.14316,1137,20,56.85
-0.28468,0.12849,1138,20,56.9
-0.28724,0.11473,1139,20,56.95
-0.25894,0.10481,1140,20,57.0
-0.30859,0.12435,1141,20,57.05
-0.28383,0.07071,1142,20,57.1
-0.29016,0.09943,1143,20,57.15
-0.2476,0.02608,1144,20,57.2
-0.2921,0.08153,1145,20,57.25
-0.23536,-0.00708,1146,20,57.3
-0.2744,0.03709,1147,20,57.35
-0.25723,-0.00161,1148,20,57.4
-0.2768,0.05014,1149,20,57.45
-0.28211,0.05231,1150,20,57.5
-0.25684,0.03954,1151,20,57.55
-0.25122,0.08965,1152,20,57.6
-0.23845,0.07028,1153,20,57.65
-0.20623,0.02461,1154,20,57.7
-0.17847,0.00899,1155,20,57.75
-0.21025,0.04049,1156,20,57.8
-0.218,0.04645,1157,20,57.85
-0.20338,0.01835,1158,20,57.9
-0.20484,-0.0095,1159,20,57.95
-0.21837,0.00154,1160,20,58.0
-0.20463,-0.00035,1161,20,58.05
-0.24649,0.02777,1162,20,58.1
-0.27523,0.10002,1163,20,58.15
-0.23737,0.03274,1164,20,58.2
-0.22778,0.07058,1165,20,58.25
-0.21058,0.01876,1166,20,58.3
-0.202,0.00667,1167,20,58.35
-0.22004,0.03744,1168,20,58.4
-0.21934,0.04224,1169,20,58.45
-0.22158,0.04322,1170,20,58.5
-0.19607,0.01007,1171,20,58.55
-0.20969,-0.00181,1172,20,58.6
-0.23258,-0.02616,1173,20,58.65
-0.22904,0.02191,1174,20,58.7
-0.23278,0.01184,1175,20,58.75
-0.22846,-0.0021,1176,20,58.8
-0.24618,0.02186,1177,20,58.85
-0.28578,0.0265,1178,20,58.9
-0.27775,0.06748,1179,20,58.95
-0.26811,0.05501,1180,20,59.0
-0.27005,0.04837,1181,20,59.05
-0.27076,0.03421,1182,20,59.1
-0.263,0.02698,1183,20,59.15
-0.2241,0.05323,1184,20,59.2
-0.23081,0.04005,1185,20,59.25
-0.24843,0.01701,1186,20,59.3
-0.25181,0.03522,1187,20,59.35
-0.28414,-0.04473,1188,20,59.4
-0.2546,0.01408,1189,20,59.45
-0.29186,-0.05758,1190,20,59.5
-0.26468,-0.02068,1191,20,59.55
-0.26468,0.02635,1192,20,59.6
-0.24527,-0.02488,1193,20,59.65
-0.23648,0.00085,1194,20,59.7
-0.25034,-0.04311,1195,20,59.75
-0.22866,-0.02246,1196,20,59.8
-0.21748,-0.01165,1197,20,59.85
-0.23567,0.00898,1198,20,59.9
-0.21812,-0.01642,1199,20,59.95
-0.24308,0.00311,1200,20,60.0
-0.25568,0.00689,1201,20,60.05
-0.23936,0.00106,1202,20,60.1
-0.25942,-0.00349,1203,20,60.15
-0.25165,0.0028,1204,20,60.2
-0.23871,0.01492,1205,20,60.25
-0.23401,-0.00471,1206,20,60.3
-0.235,-0.01058,1207,20,60.35
-0.22523,0.02442,1208,20,60.4
-0.23242,0.00554,1209,20,60.45
-0.24252,0.02749,1210,20,60.5
-0.21181,-0.01865,1211,20,60.55
-0.21,-0.00661,1212,20,60.6
-0.22101,-0.00223,1213,20,60.65
-0.22924,-0.01336,1214,20,60.7
-0.23841,-0.01072,1215,20,60.75
-0.24638,-0.0375,1216,20,60.8
-0.24715,-0.01249,1217,20,60.85
-0.27006,-0.00401,1218,20,60.9
-0.23929,-0.0046,1219,20,60.95
-0.25335,0.01593,1220,20,61.0
-0.24979,0.01081,1221,20,61.05
-0.24591,0.04678,1222,20,61.1
-0.24429,0.02368,1223,20,61.15
-0.22064,0.0238,1224,20,61.2
-0.21851,0.02401,1225,20,61.25
-0.26969,0.00334,1226,20,61.3
-0.28184,0.00083,1227,20,61.35
-0.30283,0.02307,1228,20,61.4
-0.27535,0.03139,1229,20,61.45
-0.29977,0.07949,1230,20,61.5
-0.27979,0.08096,1231,20,61.55
-0.25824,0.06113,1232,20,61.6
-0.24993,0.05451,1233,20,61.65
-0.24298,0.04801,1234,20,61.7
-0.22997,0.01608,1235,20,61.75
-0.21851,-0.00526,1236,20,61.8
-0.24269,0.01465,1237,20,61.85
-0.21475,0.00178,1238,20,61.9
-0.1777,-0.02089,1239,20,61.95
-0.22391,-0.02345,1240,20,62.0
-0.18328,-0.01293,1241,20,62.05
-0.18988,-0.01507,1242,20,62.1
-0.19196,-0.01222,1243,20,62.15
-0.19929,0.00424,1244,20,62.2
-0.1916,0.00746,1245,20,62.25
-0.19798,0.02415,1246,20,62.3
-0.21157,0.01327,1247,20,62.35
-0.20343,0.00359,1248,20,62.4
-0.23531,0.0197,1249,20,62.45
-0.21089,-0.01275,1250,20,62.5
-0.22339,0.02952,1251,20,62.55
-0.22457,0.01918,1252,20,62.6
-0.24137,-0.01016,1253,20,62.65
-0.24828,-0.00822,1254,20,62.7
-0.24035,-0.04741,1255,20,62.75
-0.22968,-0.05445,1256,20,62.8
-0.19305,-0.01515,1257,20,62.85
-0.18339,0.01092,1258,20,62.9
-0.20269,0.01628,1259,20,62.95
-0.2237,0.02913,1260,20,63.0
-0.22486,0.03018,1261,20,63.05
-0.23149,-0.00936,1262,20,63.1
-0.22937,-0.00099,1263,20,63.15
-0.21902,-0.00311,1264,20,63.2
-0.23595,0.03298,1265,20,63.25
-0.21393,0.04816,1266,20,63.3
-0.22431,0.07104,1267,20,63.35
-0.21235,0.087,1268,20,63.4
-0.24192,0.08833,1269,20,63.45
-0.21629,0.05097,1270,20,63.5
-0.23518,0.04584,1271,20,63.55
-0.1981,0.00911,1272,20,63.6
-0.20076,0.01976,1273,20,63.65
-0.22694,0.01608,1274,20,63.7
-0.21268,0.0408,1275,20,63.75
-0.21781,0.02625,1276,20,63.8
-0.2266,0.01788,1277,20,63.85
-0.22416,0.02979,1278,20,63.9
-0.21539,0.0228,1279,20,63.95
-0.23202,0.03038,1280,20,64.0
-0.22354,0.01238,1281,20,64.05
-0.21239,0.0017,1282,20,64.1
-0.23589,0.0354,1283,20,64.15
-0.22905,0.00789,1284,20,64.2
-0.26426,0.0451,1285,20,64.25
-0.23175,0.01911,1286,20,64.3
-0.22657,0.00523,1287,20,64.35
-0.20358,0.01533,1288,20,64.4
-0.19462,-0.00754,1289,20,64.45
-0.19102,-0.0355,1290,20,64.5
-0.18636,-0.026,1291,20,64.55
-0.17385,-0.03965,1292,20,64.6
-0.18827,-0.04197,1293,20,64.65
-0.22194,-0.01436,1294,20,64.7
-0.2046,-0.0221,1295,20,64.75
-0.20222,-0.03316,1296,20,64.8
-0.21248,-0.04879,1297,20,64.85
-0.21626,-0.0544,1298,20,64.9
-0.20461,-0.05505,1299,20,64.95
-0.21584,-0.02017,1300,20,65.0
-0.21982,-0.01915,1301,20,65.05
-0.18668,-0.01347,1302,20,65.1
-0.19869,-0.0046,1303,20,65.15
-0.22254,-0.03971,1304,20,65.2
-0.2631,-0.02427,1305,20,65.25
-0.26741,-0.0496,1306,20,65.3
-0.25257,-0.05562,1307,20,65.35
-0.25675,-0.03587,1308,20,65.4
-0.23879,-0.04811,1309,20,65.45
-0.24996,-0.04604,1310,20,65.5
-0.25077,-0.04923,1311,20,65.55
-0.26715,-0.0858,1312,20,65.6
-0.24021,-0.07242,1313,20,65.65
-0.23925,-0.08393,1314,20,65.7
-0.24091,-0.06558,1315,20,65.75
-0.27497,-0.10083,1316,20,65.8
-0.28032,-0.12027,1317,20,65.85
-0.26125,-0.12632,1318,20,65.9
-0.2821,-0.132,1319,20,65.95
-0.26754,-0.09815,1320,20,66.0
-0.25717,-0.05543,1321,20,66.05
-0.25975,-0.04643,1322,20,66.1
-0.25465,-0.05221,1323,20,66.15
-0.27981,-0.06597,1324,20,66.2
-0.26197,-0.01955,1325,20,66.25
-0.25185,-0.02711,1326,20,66.3
-0.26805,-0.04247,1327,20,66.35
-0.22751,0.00195,1328,20,66.4
-0.24958,-0.01092,1329,20,66.45
-0.2292,-0.0069,1330,20,66.5
-0.20463,-0.00349,1331,20,66.55
-0.22561,-0.00184,1332,20,66.6
-0.21629,-0.01884,1333,20,66.65
-0.22849,0.00075,1334,20,66.7
-0.24535,0.02861,1335,20,66.75
-0.23808,0.03869,1336,20,66.8
-0.26165,0.09473,1337,20,66.85
-0.24311,0.06707,1338,20,66.9
-0.22449,0.06278,1339,20,66.95
-0.2463,0.06426,1340,20,67.0
-0.22137,0.00793,1341,20,67.05
-0.24252,0.01241,1342,20,67.1
-0.21608,0.00573,1343,20,67.15
-0.2122,-0.01595,1344,20,67.2
-0.24231,0.02093,1345,20,67.25
-0.26408,0.01476,1346,20,67.3
-0.23096,0.00762,1347,20,67.35
-0.27505,0.04412,1348,20,67.4
-0.24074,0.0231,1349,20,67.45
-0.26644,0.05652,1350,20,67.5
-0.24128,0.06454,1351,20,67.55
-0.24614,0.04342,1352,20,67.6
-0.24858,0.05586,1353,20,67.65
-0.26119,0.07961,1354,20,67.7
-0.25317,0.0658,1355,20,67.75
-0.23121,0.04299,1356,20,67.8
-0.21155,0.03754,1357,20,67.85
-0.21543,0.03619,1358,20,67.9
-0.23138,0.01867,1359,20,67.95
-0.26005,0.04076,1360,20,68.0
-0.23206,-0.03718,1361,20,68.05
-0.19989,0.01749,1362,20,68.1
-0.1956,-0.00461,1363,20,68.15
-0.1969,0.01279,1364,20,68.2
-0.18838,0.00516,1365,20,68.25
-0.18928,0.02472,1366,20,68.3
-0.19046,-0.00032,1367,20,68.35
-0.19885,0.0185,1368,20,68.4
-0.20628,0.03034,1369,20,68.45
-0.22416,0.05915,1370,20,68.5
-0.23474,0.04108,1371,20,68.55
-0.22609,0.02666,1372,20,68.6
-0.19897,-0.01271,1373,20,68.65
-0.2125,0.0005,1374,20,68.7
-0.22223,0.01406,1375,20,68.75
-0.20483,0.0032,1376,20,68.8
-0.20694,-0.02398,1377,20,68.85
-0.22606,-0.03945,1378,20,68.9
-0.22344,-0.0253,1379,20,68.95
-0.20382,-0.03119,1380,20,69.0
-0.21457,-0.01297,1381,20,69.05
-0.22963,-0.00255,1382,20,69.1
-0.24309,-0.01447,1383,20,69.15
-0.21165,-0.01858,1384,20,69.2
-0.18874,-0.00095,1385,20,69.25
-0.21572,-0.01592,1386,20,69.3
-0.21102,-0.00418,1387,20,69.35
-0.26194,0.02549,1388,20,69.4
-0.25134,0.01005,1389,20,69.45
-0.23147,0.00091,1390,20,69.5
-0.23692,0.00737,1391,20,69.55
-0.23603,0.02295,1392,20,69.6
-0.22209,-0.00651,1393,20,69.65
-0.22351,-0.02399,1394,20,69.7
-0.21346,-0.01917,1395,20,69.75
-0.23683,-0.0349,1396,20,69.8
-0.23489,-0.03397,1397,20,69.85
-0.18873,-0.02221,1398,20,69.9
-0.228,-0.03701,1399,20,69.95
-0.20814,-0.03281,1400,20,70.0
-0.19442,-0.02789,1401,20,70.05
-0.1817,-0.01964,1402,20,70.1
-0.19612,-0.06151,1403,20,70.15
-0.1936,-0.05281,1404,20,70.2
-0.19386,-0.05571,1405,20,70.25
-0.20118,-0.05863,1406,20,70.3
-0.21959,-0.01569,1407,20,70.35
-0.26102,-0.0393,1408,20,70.4
-0.23272,-0.06184,1409,20,70.45
-0.23403,-0.05447,1410,20,70.5
-0.22689,-0.05025,1411,20,70.55
-0.21821,-0.04877,1412,20,70.6
-0.22677,-0.05779,1413,20,70.65
-0.19943,-0.04639,1414,20,70.7
-0.2404,-0.09159,1415,20,70.75
-0.24022,-0.08877,1416,20,70.8
-0.21748,-0.07148,1417,20,70.85
-0.25204,-0.08619,1418,20,70.9
-0.24475,-0.07122,1419,20,70.95
-0.19485,-0.00771,1420,20,71.0
