Valence,Arousal,FNO,FPS,X-axis
-0.24112,0.04887,733,20,36.65
-0.22603,0.0343,734,20,36.7
-0.2194,0.02879,735,20,36.75
-0.21527,0.04372,736,20,36.8
-0.22069,0.03726,737,20,36.85
-0.22803,0.03283,738,20,36.9
-0.24183,0.04753,739,20,36.95
-0.23645,0.03819,740,20,37.0
-0.2482,0.07806,741,20,37.05
-0.24937,0.076,742,20,37.1
-0.25102,0.07783,743,20,37.15
-0.23955,0.0851,744,20,37.2
-0.23336,0.07957,745,20,37.25
-0.24307,0.07497,746,20,37.3
-0.23421,0.06592,747,20,37.35
-0.23914,0.07445,748,20,37.4
-0.23963,0.06838,749,20,37.45
-0.23867,0.06842,750,20,37.5
-0.28387,0.05102,751,20,37.55
-0.25558,0.01978,752,20,37.6
-0.27624,0.02648,753,20,37.65
-0.28649,0.02184,754,20,37.7
-0.29895,0.00093,755,20,37.75
-0.29299,0.00658,756,20,37.8
-0.28041,0.00809,757,20,37.85
-0.28847,0.0066,758,20,37.9
-0.29731,0.01317,759,20,37.95
-0.29234,0.01412,760,20,38.0
-0.28442,0.00446,761,20,38.05
-0.29267,0.00678,762,20,38.1
-0.29194,0.02244,763,20,38.15
-0.28737,0.03131,764,20,38.2
-0.28153,0.03787,765,20,38.25
-0.28856,0.05765,766,20,38.3
-0.27117,0.07302,767,20,38.35
-0.27726,0.06814,768,20,38.4
-0.30554,0.03636,769,20,38.45
-0.30433,0.05578,770,20,38.5
-0.29805,0.07107,771,20,38.55
-0.27722,0.08795,772,20,38.6
-0.27179,0.01919,773,20,38.65
-0.27629,0.04932,774,20,38.7
-0.25854,0.04694,775,20,38.75
-0.27307,0.02696,776,20,38.8
-0.2788,0.05142,777,20,38.85
-0.28569,0.06581,778,20,38.9
-0.25415,0.0162,779,20,38.95
-0.24236,0.01,780,20,39.0
-0.24102,0.01464,781,20,39.05
-0.23795,0.03535,782,20,39.1
-0.23829,0.03645,783,20,39.15
-0.25878,0.03411,784,20,39.2
-0.26414,0.04474,785,20,39.25
-0.25384,0.06206,786,20,39.3
-0.24961,0.04573,787,20,39.35
-0.24813,0.03482,788,20,39.4
-0.23441,0.03949,789,20,39.45
-0.2355,0.04071,790,20,39.5
-0.27045,0.06246,791,20,39.55
-0.23305,0.02123,792,20,39.6
-0.21279,0.02189,793,20,39.65
-0.22671,0.02418,794,20,39.7
-0.22263,0.02461,795,20,39.75
-0.22184,0.02213,796,20,39.8
-0.21668,0.02144,797,20,39.85
-0.21563,0.01441,798,20,39.9
-0.21287,0.01283,799,20,39.95
-0.22503,0.02113,800,20,40.0
-0.2323,0.01836,801,20,40.05
-0.23234,0.01552,802,20,40.1
-0.23353,0.04965,803,20,40.15
-0.23548,0.05338,804,20,40.2
-0.23064,0.0484,805,20,40.25
-0.24079,0.02404,806,20,40.3
-0.23954,0.02393,807,20,40.35
-0.26087,0.05897,808,20,40.4
-0.24371,0.04274,809,20,40.45
-0.26585,0.09944,810,20,40.5
-0.2636,0.09715,811,20,40.55
-0.25564,0.10833,812,20,40.6
-0.25249,0.0957,813,20,40.65
-0.22777,0.04127,814,20,40.7
-0.23565,0.03805,815,20,40.75
-0.24171,0.02838,816,20,40.8
-0.24566,0.02906,817,20,40.85
-0.24667,0.02002,818,20,40.9
-0.2375,0.02436,819,20,40.95
-0.24571,0.00334,820,20,41.0
-0.23616,0.00719,821,20,41.05
-0.23514,0.00809,822,20,41.1
-0.2416,0.00485,823,20,41.15
-0.24243,0.02212,824,20,41.2
-0.25778,0.02664,825,20,41.25
-0.26194,0.03307,826,20,41.3
-0.26556,0.03471,827,20,41.35
-0.26163,0.04083,828,20,41.4
-0.25506,0.04354,829,20,41.45
-0.24867,0.03924,830,20,41.5
-0.24936,0.03062,831,20,41.55
-0.24306,0.03433,832,20,41.6
-0.24713,0.02204,833,20,41.65
-0.27649,0.05666,834,20,41.7
-0.27828,0.06368,835,20,41.75
-0.2637,0.03832,836,20,41.8
-0.27027,0.03105,837,20,41.85
-0.25916,0.03451,838,20,41.9
-0.26429,0.03107,839,20,41.95
-0.2747,0.03462,840,20,42.0
-0.26965,0.03987,841,20,42.05
-0.28205,0.04027,842,20,42.1
-0.26557,0.02522,843,20,42.15
-0.25815,0.01762,844,20,42.2
-0.26261,0.02261,845,20,42.25
-0.25952,0.02263,846,20,42.3
-0.27072,0.02338,847,20,42.35
-0.25446,0.0166,848,20,42.4
-0.24669,0.0397,849,20,42.45
-0.25275,0.02976,850,20,42.5
-0.2433,0.0147,851,20,42.55
-0.25301,0.04681,852,20,42.6
-0.25834,0.02948,853,20,42.65
-0.26173,0.04918,854,20,42.7
-0.25864,0.04796,855,20,42.75
-0.2455,0.03979,856,20,42.8
-0.25161,0.06289,857,20,42.85
-0.23781,0.04836,858,20,42.9
-0.24928,0.0495,859,20,42.95
-0.25265,0.05412,860,20,43.0
-0.24181,0.04727,861,20,43.05
-0.2525,0.05713,862,20,43.1
-0.24539,0.06786,863,20,43.15
-0.25209,0.04164,864,20,43.2
-0.23767,0.05057,865,20,43.25
-0.24741,0.05079,866,20,43.3
-0.23899,0.04455,867,20,43.35
-0.25097,0.05536,868,20,43.4
-0.26567,0.04435,869,20,43.45
-0.26802,0.04932,870,20,43.5
-0.2801,0.05809,871,20,43.55
-0.26153,0.05334,872,20,43.6
-0.25859,0.05091,873,20,43.65
-0.25589,0.04116,874,20,43.7
-0.2678,0.05135,875,20,43.75
-0.25889,0.05133,876,20,43.8
-0.2577,0.05162,877,20,43.85
-0.26252,0.05544,878,20,43.9
-0.26642,0.0517,879,20,43.95
-0.27835,0.02714,880,20,44.0
-0.27416,0.06423,881,20,44.05
-0.28438,0.04066,882,20,44.1
-0.28325,0.04448,883,20,44.15
-0.2746,0.05459,884,20,44.2
-0.27423,0.06907,885,20,44.25
-0.28004,0.04832,886,20,44.3
-0.27994,0.05408,887,20,44.35
-0.28416,0.05652,888,20,44.4
-0.28694,0.01835,889,20,44.45
-0.2805,0.05113,890,20,44.5
-0.28456,0.05599,891,20,44.55
-0.28588,0.02761,892,20,44.6
-0.29131,0.0251,893,20,44.65
-0.29973,0.02529,894,20,44.7
-0.27155,0.022,895,20,44.75
-0.24,0.0084,896,20,44.8
-0.22972,0.01403,897,20,44.85
-0.22438,0.02208,898,20,44.9
-0.23691,0.04644,899,20,44.95
-0.22381,0.00517,900,20,45.0
-0.23596,0.00271,901,20,45.05
-0.25682,0.01656,902,20,45.1
-0.26638,0.01963,903,20,45.15
-0.2734,0.02747,904,20,45.2
-0.26531,0.02864,905,20,45.25
-0.2627,0.02257,906,20,45.3
-0.25335,0.02603,907,20,45.35
-0.24997,0.03271,908,20,45.4
-0.25404,0.01263,909,20,45.45
-0.25119,0.01216,910,20,45.5
-0.26607,0.03002,911,20,45.55
-0.2772,0.02714,912,20,45.6
-0.27519,0.01734,913,20,45.65
-0.29518,0.01081,914,20,45.7
-0.29619,0.00832,915,20,45.75
-0.3084,0.00071,916,20,45.8
-0.26837,0.00138,917,20,45.85
-0.27495,0.01163,918,20,45.9
-0.27905,0.02763,919,20,45.95
-0.27549,0.02379,920,20,46.0
-0.26061,0.02516,921,20,46.05
-0.24668,0.02895,922,20,46.1
-0.25225,0.03387,923,20,46.15
-0.24813,0.03076,924,20,46.2
-0.248,0.03266,925,20,46.25
-0.24113,0.02974,926,20,46.3
-0.25232,0.02338,927,20,46.35
-0.24808,0.04339,928,20,46.4
-0.25095,0.03302,929,20,46.45
-0.24698,0.02843,930,20,46.5
-0.25713,0.0292,931,20,46.55
-0.26994,0.02877,932,20,46.6
-0.2565,0.03262,933,20,46.65
-0.25936,0.02463,934,20,46.7
-0.25997,0.03107,935,20,46.75
-0.26696,0.03258,936,20,46.8
-0.27059,0.0429,937,20,46.85
-0.2663,0.03691,938,20,46.9
-0.27307,0.04843,939,20,46.95
-0.27861,0.06247,940,20,47.0
-0.27389,0.05421,941,20,47.05
-0.27865,0.05687,942,20,47.1
-0.26834,0.05378,943,20,47.15
-0.28138,0.04877,944,20,47.2
-0.26661,0.04603,945,20,47.25
-0.27083,0.05476,946,20,47.3
-0.26581,0.02518,947,20,47.35
-0.26296,0.0413,948,20,47.4
-0.25525,0.04351,949,20,47.45
-0.25209,0.03504,950,20,47.5
-0.25964,0.03878,951,20,47.55
-0.26639,0.05703,952,20,47.6
-0.27557,0.05182,953,20,47.65
-0.26986,0.04121,954,20,47.7
-0.2615,0.05112,955,20,47.75
-0.25409,0.04309,956,20,47.8
-0.26906,0.04376,957,20,47.85
-0.27978,0.03612,958,20,47.9
-0.27812,0.05592,959,20,47.95
-0.27518,0.04914,960,20,48.0
-0.2864,0.03178,961,20,48.05
-0.2914,0.01349,962,20,48.1
-0.27711,0.0411,963,20,48.15
-0.30087,0.0162,964,20,48.2
-0.28031,0.00078,965,20,48.25
-0.27863,0.00166,966,20,48.3
-0.26437,0.00534,967,20,48.35
-0.27894,0.01656,968,20,48.4
-0.25498,0.00624,969,20,48.45
-0.25989,0.01533,970,20,48.5
-0.26816,0.05305,971,20,48.55
-0.25781,0.04369,972,20,48.6
-0.26994,0.00257,973,20,48.65
-0.26204,0.01401,974,20,48.7
-0.26098,0.01692,975,20,48.75
-0.25319,0.01873,976,20,48.8
-0.2696,0.0571,977,20,48.85
-0.26574,0.04153,978,20,48.9
-0.26009,0.06479,979,20,48.95
-0.26335,0.06451,980,20,49.0
-0.26836,0.08344,981,20,49.05
-0.26195,0.09478,982,20,49.1
-0.26668,0.10169,983,20,49.15
-0.26148,0.09616,984,20,49.2
-0.2665,0.07031,985,20,49.25
-0.26393,0.05905,986,20,49.3
-0.26792,0.07024,987,20,49.35
-0.27492,0.07154,988,20,49.4
-0.27596,0.10518,989,20,49.45
-0.27525,0.10548,990,20,49.5
-0.28728,0.07602,991,20,49.55
-0.28885,0.08593,992,20,49.6
-0.2774,0.07383,993,20,49.65
-0.27594,0.07188,994,20,49.7
-0.27452,0.07436,995,20,49.75
-0.26746,0.07099,996,20,49.8
-0.26904,0.05246,997,20,49.85
-0.24712,0.03217,998,20,49.9
-0.26385,0.0492,999,20,49.95
-0.25888,0.05568,1000,20,50.0
-0.21651,0.07323,1001,20,50.05
-0.19597,0.02966,1002,20,50.1
-0.19602,0.02537,1003,20,50.15
-0.22726,0.01893,1004,20,50.2
-0.21673,0.04612,1005,20,50.25
-0.22542,0.03024,1006,20,50.3
-0.22525,0.04476,1007,20,50.35
-0.23583,0.06358,1008,20,50.4
-0.24324,0.0735,1009,20,50.45
-0.23187,0.05535,1010,20,50.5
-0.23481,0.0659,1011,20,50.55
-0.23866,0.07605,1012,20,50.6
-0.2282,0.06351,1013,20,50.65
-0.26269,0.10276,1014,20,50.7
-0.2569,0.07678,1015,20,50.75
-0.24131,0.05599,1016,20,50.8
-0.27843,0.08943,1017,20,50.85
-0.26366,0.09187,1018,20,50.9
-0.25922,0.0842,1019,20,50.95
-0.26237,0.08317,1020,20,51.0
-0.25348,0.07475,1021,20,51.05
-0.25676,0.06494,1022,20,51.1
-0.253,0.06551,1023,20,51.15
-0.22516,0.0303,1024,20,51.2
-0.23281,0.0342,1025,20,51.25
-0.22219,0.03053,1026,20,51.3
-0.21831,0.03579,1027,20,51.35
-0.20388,0.0342,1028,20,51.4
-0.2017,0.00949,1029,20,51.45
-0.21105,0.01307,1030,20,51.5
-0.23136,0.03543,1031,20,51.55
-0.23064,0.03901,1032,20,51.6
-0.22371,0.03899,1033,20,51.65
-0.2149,0.03356,1034,20,51.7
-0.2143,0.02062,1035,20,51.75
-0.21573,0.04635,1036,20,51.8
-0.20936,0.04845,1037,20,51.85
-0.20979,0.03308,1038,20,51.9
-0.2209,0.03332,1039,20,51.95
-0.23709,0.02773,1040,20,52.0
-0.23842,0.0291,1041,20,52.05
-0.22915,0.03,1042,20,52.1
-0.22112,0.03077,1043,20,52.15
-0.22976,0.0311,1044,20,52.2
-0.23104,0.04313,1045,20,52.25
-0.23317,0.0472,1046,20,52.3
-0.24013,0.04327,1047,20,52.35
-0.24036,0.04596,1048,20,52.4
-0.24832,0.05332,1049,20,52.45
-0.2275,0.02384,1050,20,52.5
-0.24102,0.0383,1051,20,52.55
-0.23208,0.02623,1052,20,52.6
-0.24516,0.03225,1053,20,52.65
-0.25022,0.05211,1054,20,52.7
-0.2368,0.03111,1055,20,52.75
-0.22066,0.03934,1056,20,52.8
-0.22043,0.0421,1057,20,52.85
-0.23957,0.04325,1058,20,52.9
-0.23499,0.05366,1059,20,52.95
-0.23841,0.0548,1060,20,53.0
-0.25271,0.06466,1061,20,53.05
-0.25657,0.08043,1062,20,53.1
-0.25558,0.08195,1063,20,53.15
-0.25854,0.09201,1064,20,53.2
-0.26494,0.09806,1065,20,53.25
-0.267,0.10073,1066,20,53.3
-0.27774,0.11731,1067,20,53.35
-0.28051,0.10984,1068,20,53.4
-0.27177,0.09575,1069,20,53.45
-0.2477,0.07387,1070,20,53.5
-0.25562,0.06261,1071,20,53.55
-0.25272,0.06858,1072,20,53.6
-0.26139,0.07942,1073,20,53.65
-0.25709,0.08052,1074,20,53.7
-0.26385,0.08995,1075,20,53.75
-0.27362,0.09457,1076,20,53.8
-0.27617,0.0992,1077,20,53.85
-0.27018,0.08898,1078,20,53.9
-0.25867,0.07939,1079,20,53.95
-0.26281,0.07849,1080,20,54.0
-0.26529,0.0762,1081,20,54.05
-0.26261,0.07852,1082,20,54.1
-0.25557,0.07703,1083,20,54.15
-0.26308,0.09204,1084,20,54.2
-0.25721,0.08852,1085,20,54.25
-0.26266,0.07632,1086,20,54.3
-0.25624,0.08327,1087,20,54.35
-0.25564,0.08287,1088,20,54.4
-0.25221,0.08786,1089,20,54.45
-0.24185,0.09542,1090,20,54.5
-0.24713,0.10394,1091,20,54.55
-0.25202,0.10541,1092,20,54.6
-0.24686,0.10973,1093,20,54.65
-0.25395,0.11495,1094,20,54.7
-0.26156,0.12127,1095,20,54.75
-0.26308,0.12244,1096,20,54.8
-0.2529,0.11261,1097,20,54.85
-0.25886,0.12189,1098,20,54.9
-0.25618,0.10003,1099,20,54.95
-0.22985,0.06002,1100,20,55.0
-0.23233,0.05799,1101,20,55.05
-0.21573,0.02995,1102,20,55.1
-0.22441,0.03342,1103,20,55.15
-0.20868,0.0344,1104,20,55.2
-0.21097,0.06629,1105,20,55.25
-0.21046,0.06869,1106,20,55.3
-0.20352,0.06502,1107,20,55.35
-0.20903,0.06419,1108,20,55.4
-0.21801,0.0719,1109,20,55.45
-0.20861,0.05958,1110,20,55.5
-0.23085,0.08265,1111,20,55.55
-0.23048,0.08983,1112,20,55.6
-0.23485,0.07252,1113,20,55.65
-0.24619,0.09086,1114,20,55.7
-0.24973,0.08221,1115,20,55.75
-0.24869,0.08794,1116,20,55.8
-0.24788,0.0428,1117,20,55.85
-0.23457,0.07552,1118,20,55.9
-0.23843,0.04357,1119,20,55.95
-0.22426,0.03703,1120,20,56.0
-0.22527,0.04273,1121,20,56.05
-0.21711,0.04631,1122,20,56.1
-0.24233,0.06733,1123,20,56.15
-0.23567,0.05768,1124,20,56.2
-0.23619,0.06977,1125,20,56.25
-0.22807,0.06821,1126,20,56.3
-0.23712,0.06192,1127,20,56.35
-0.24432,0.08174,1128,20,56.4
-0.2488,0.08633,1129,20,56.45
-0.25907,0.09797,1130,20,56.5
-0.24325,0.0639,1131,20,56.55
-0.24742,0.08095,1132,20,56.6
-0.24633,0.06987,1133,20,56.65
-0.24546,0.06501,1134,20,56.7
-0.24967,0.06792,1135,20,56.75
-0.23432,0.04944,1136,20,56.8
-0.24052,0.04251,1137,20,56.85
-0.23514,0.0379,1138,20,56.9
-0.2508,0.05824,1139,20,56.95
-0.2455,0.04536,1140,20,57.0
-0.24751,0.04324,1141,20,57.05
-0.24925,0.04441,1142,20,57.1
-0.26353,0.0468,1143,20,57.15
-0.26266,0.05324,1144,20,57.2
-0.26637,0.05251,1145,20,57.25
-0.25708,0.05713,1146,20,57.3
-0.25606,0.06193,1147,20,57.35
-0.25316,0.05954,1148,20,57.4
-0.26205,0.05786,1149,20,57.45
-0.26223,0.03713,1150,20,57.5
-0.26611,0.04738,1151,20,57.55
-0.21773,0.03399,1152,20,57.6
-0.22251,0.0323,1153,20,57.65
-0.21744,0.00861,1154,20,57.7
-0.22997,0.03286,1155,20,57.75
-0.24471,0.01149,1156,20,57.8
-0.25301,0.03602,1157,20,57.85
-0.23507,0.04056,1158,20,57.9
-0.25569,0.06566,1159,20,57.95
-0.2479,0.06089,1160,20,58.0
-0.23167,0.04785,1161,20,58.05
-0.23641,0.05107,1162,20,58.1
-0.23553,0.04743,1163,20,58.15
-0.22423,0.05343,1164,20,58.2
-0.22194,0.0519,1165,20,58.25
-0.21899,0.04963,1166,20,58.3
-0.22144,0.05298,1167,20,58.35
-0.2205,0.05217,1168,20,58.4
-0.22366,0.05371,1169,20,58.45
-0.22725,0.0523,1170,20,58.5
-0.2395,0.05916,1171,20,58.55
-0.24226,0.07928,1172,20,58.6
-0.23173,0.06694,1173,20,58.65
-0.22508,0.06023,1174,20,58.7
-0.22633,0.05957,1175,20,58.75
-0.23324,0.06699,1176,20,58.8
-0.23652,0.07074,1177,20,58.85
-0.24447,0.0802,1178,20,58.9
-0.25038,0.07878,1179,20,58.95
-0.22194,0.04409,1180,20,59.0
-0.23522,0.04662,1181,20,59.05
-0.22708,0.03574,1182,20,59.1
-0.22259,0.04211,1183,20,59.15
-0.22623,0.03523,1184,20,59.2
-0.23645,0.04069,1185,20,59.25
-0.24115,0.04243,1186,20,59.3
-0.26853,0.07803,1187,20,59.35
-0.22834,0.03696,1188,20,59.4
-0.25386,0.04544,1189,20,59.45
-0.22917,0.03437,1190,20,59.5
-0.22991,0.04238,1191,20,59.55
-0.24312,0.05665,1192,20,59.6
-0.21298,0.03199,1193,20,59.65
-0.22834,0.04851,1194,20,59.7
-0.22904,0.04525,1195,20,59.75
-0.22698,0.0462,1196,20,59.8
-0.21807,0.0214,1197,20,59.85
-0.22164,0.02262,1198,20,59.9
-0.22096,0.01733,1199,20,59.95
-0.23562,0.03798,1200,20,60.0
-0.21593,0.03851,1201,20,60.05
-0.23519,0.04551,1202,20,60.1
-0.22957,0.05162,1203,20,60.15
-0.22998,0.05412,1204,20,60.2
-0.20387,0.0603,1205,20,60.25
-0.19806,0.05341,1206,20,60.3
-0.19178,0.05708,1207,20,60.35
-0.20045,0.05956,1208,20,60.4
-0.21083,0.03265,1209,20,60.45
-0.21829,0.03772,1210,20,60.5
-0.22046,0.06877,1211,20,60.55
-0.22774,0.04552,1212,20,60.6
-0.22651,0.04333,1213,20,60.65
-0.22538,0.04754,1214,20,60.7
-0.22461,0.05698,1215,20,60.75
-0.21396,0.03925,1216,20,60.8
-0.22734,0.0382,1217,20,60.85
-0.21102,0.03376,1218,20,60.9
-0.22343,0.03265,1219,20,60.95
-0.22356,0.02849,1220,20,61.0
-0.22779,0.01413,1221,20,61.05
-0.22599,0.01628,1222,20,61.1
-0.21305,0.01973,1223,20,61.15
-0.20375,0.04726,1224,20,61.2
-0.21924,0.02354,1225,20,61.25
-0.21703,0.03354,1226,20,61.3
-0.21256,0.01509,1227,20,61.35
-0.21113,0.04232,1228,20,61.4
-0.20763,0.03008,1229,20,61.45
-0.19796,0.02422,1230,20,61.5
-0.17987,0.01806,1231,20,61.55
-0.17564,0.01857,1232,20,61.6
-0.18771,0.01878,1233,20,61.65
-0.18207,0.01538,1234,20,61.7
-0.21061,0.02982,1235,20,61.75
-0.22247,0.05024,1236,20,61.8
-0.22119,0.03482,1237,20,61.85
-0.23497,0.03217,1238,20,61.9
-0.22937,0.04824,1239,20,61.95
-0.21314,0.06411,1240,20,62.0
-0.24065,0.04589,1241,20,62.05
-0.27661,0.08109,1242,20,62.1
-0.27612,0.08275,1243,20,62.15
-0.24777,0.06933,1244,20,62.2
-0.23529,0.05931,1245,20,62.25
-0.23734,0.06435,1246,20,62.3
-0.23888,0.0613,1247,20,62.35
-0.24514,0.07671,1248,20,62.4
-0.24673,0.07596,1249,20,62.45
-0.24285,0.07402,1250,20,62.5
-0.26723,0.0163,1251,20,62.55
-0.27759,0.04568,1252,20,62.6
-0.24806,0.03692,1253,20,62.65
-0.24795,0.02127,1254,20,62.7
-0.25063,0.01232,1255,20,62.75
-0.26194,0.03277,1256,20,62.8
-0.26685,0.02045,1257,20,62.85
-0.26196,0.0183,1258,20,62.9
-0.25813,0.02104,1259,20,62.95
-0.26834,0.02386,1260,20,63.0
-0.2613,0.0326,1261,20,63.05
-0.25258,0.02929,1262,20,63.1
-0.25361,0.02079,1263,20,63.15
-0.25818,0.03217,1264,20,63.2
-0.25219,0.03136,1265,20,63.25
-0.25366,0.04253,1266,20,63.3
-0.24495,0.03641,1267,20,63.35
-0.24368,0.02921,1268,20,63.4
-0.23244,0.02489,1269,20,63.45
-0.23509,0.02684,1270,20,63.5
-0.23321,0.03348,1271,20,63.55
-0.23305,0.04888,1272,20,63.6
-0.23259,0.05116,1273,20,63.65
-0.25337,0.04433,1274,20,63.7
-0.25904,0.04208,1275,20,63.75
-0.24081,0.04261,1276,20,63.8
-0.23926,0.04522,1277,20,63.85
-0.24513,0.04563,1278,20,63.9
-0.24118,0.04327,1279,20,63.95
-0.25542,0.01241,1280,20,64.0
-0.26759,0.00461,1281,20,64.05
-0.27134,0.00845,1282,20,64.1
-0.26824,0.0194,1283,20,64.15
-0.26653,6e-05,1284,20,64.2
-0.24802,0.01245,1285,20,64.25
-0.23771,-0.00732,1286,20,64.3
-0.21253,0.0077,1287,20,64.35
-0.20235,0.00395,1288,20,64.4
-0.20536,-0.00185,1289,20,64.45
-0.21677,-0.0097,1290,20,64.5
-0.20998,-0.00919,1291,20,64.55
-0.2091,-0.0186,1292,20,64.6
-0.22067,-0.00655,1293,20,64.65
-0.21721,-0.00725,1294,20,64.7
-0.21454,-0.01306,1295,20,64.75
-0.22045,-0.01166,1296,20,64.8
-0.22606,-0.01354,1297,20,64.85
-0.23438,-0.01101,1298,20,64.9
-0.22062,-0.00527,1299,20,64.95
-0.23008,-0.00943,1300,20,65.0
-0.224,0.00835,1301,20,65.05
-0.22977,0.01413,1302,20,65.1
-0.23089,0.01309,1303,20,65.15
-0.24317,0.01909,1304,20,65.2
-0.25863,-0.00093,1305,20,65.25
-0.25855,-0.00048,1306,20,65.3
-0.25783,-0.00714,1307,20,65.35
-0.25821,-0.0253,1308,20,65.4
-0.25803,-0.01194,1309,20,65.45
-0.24625,-0.00663,1310,20,65.5
-0.24126,-0.00918,1311,20,65.55
-0.24976,-0.01803,1312,20,65.6
-0.24942,-0.01563,1313,20,65.65
-0.24951,-0.01452,1314,20,65.7
-0.24887,-0.02886,1315,20,65.75
-0.25808,-0.02899,1316,20,65.8
-0.25019,-0.03965,1317,20,65.85
-0.22772,-0.00705,1318,20,65.9
-0.23073,-0.02105,1319,20,65.95
-0.23458,-0.01592,1320,20,66.0
-0.23621,-0.00829,1321,20,66.05
-0.24072,-0.01659,1322,20,66.1
-0.23442,-0.01114,1323,20,66.15
-0.23033,-0.01623,1324,20,66.2
-0.24302,-0.02395,1325,20,66.25
-0.22837,-0.01507,1326,20,66.3
-0.24044,-0.02181,1327,20,66.35
-0.2497,-0.03191,1328,20,66.4
-0.25732,-0.0365,1329,20,66.45
-0.25426,-0.03863,1330,20,66.5
-0.30356,-0.05328,1331,20,66.55
-0.26545,-0.0487,1332,20,66.6
-0.25975,-0.03205,1333,20,66.65
-0.2697,-0.05257,1334,20,66.7
-0.27947,-0.05764,1335,20,66.75
-0.28805,-0.06189,1336,20,66.8
-0.27193,-0.05433,1337,20,66.85
-0.27815,-0.05146,1338,20,66.9
-0.27226,-0.0512,1339,20,66.95
-0.26618,-0.04255,1340,20,67.0
-0.27812,-0.04949,1341,20,67.05
-0.25472,-0.03661,1342,20,67.1
-0.29357,-0.01731,1343,20,67.15
-0.2889,-0.0195,1344,20,67.2
-0.28668,-0.01257,1345,20,67.25
-0.29408,-0.01161,1346,20,67.3
-0.27514,0.00105,1347,20,67.35
-0.2666,-0.0042,1348,20,67.4
-0.25809,-0.00013,1349,20,67.45
-0.25564,0.00226,1350,20,67.5
-0.25943,-0.00286,1351,20,67.55
-0.26262,0.00198,1352,20,67.6
-0.28621,0.00348,1353,20,67.65
-0.28487,0.0085,1354,20,67.7
-0.27915,-0.0284,1355,20,67.75
-0.27546,-0.00125,1356,20,67.8
-0.26517,-0.00249,1357,20,67.85
-0.26699,0.00784,1358,20,67.9
-0.26554,0.0073,1359,20,67.95
-0.26959,0.00701,1360,20,68.0
-0.28556,0.02411,1361,20,68.05
-0.29347,0.03575,1362,20,68.1
-0.28619,0.02113,1363,20,68.15
-0.28317,0.03069,1364,20,68.2
-0.28383,0.03864,1365,20,68.25
-0.27874,0.03554,1366,20,68.3
-0.29346,0.01715,1367,20,68.35
-0.28778,0.02702,1368,20,68.4
-0.28909,0.03399,1369,20,68.45
-0.28212,0.03282,1370,20,68.5
-0.26605,0.02943,1371,20,68.55
-0.2802,-0.01079,1372,20,68.6
-0.28586,0.0023,1373,20,68.65
-0.28119,0.00638,1374,20,68.7
-0.29034,-0.00027,1375,20,68.75
-0.3016,0.0027,1376,20,68.8
-0.29882,0.01192,1377,20,68.85
-0.30924,0.01303,1378,20,68.9
-0.30101,0.01675,1379,20,68.95
-0.3002,0.01711,1380,20,69.0
-0.29945,0.01091,1381,20,69.05
-0.29668,0.01141,1382,20,69.1
-0.28474,0.01984,1383,20,69.15
-0.2671,0.01455,1384,20,69.2
-0.28266,0.00638,1385,20,69.25
-0.28574,0.00329,1386,20,69.3
-0.28935,0.00422,1387,20,69.35
-0.28645,0.00657,1388,20,69.4
-0.28755,0.0012,1389,20,69.45
-0.27174,0.01528,1390,20,69.5
-0.28589,0.01682,1391,20,69.55
-0.25405,0.00424,1392,20,69.6
-0.25883,0.00681,1393,20,69.65
-0.25343,0.00353,1394,20,69.7
-0.24561,-0.00643,1395,20,69.75
-0.26021,-0.0042,1396,20,69.8
-0.25699,-0.00704,1397,20,69.85
-0.26206,0.00739,1398,20,69.9
-0.26882,0.00335,1399,20,69.95
-0.26468,0.00194,1400,20,70.0
-0.26104,0.0035,1401,20,70.05
-0.24019,0.00616,1402,20,70.1
-0.23489,0.00224,1403,20,70.15
-0.23519,0.00169,1404,20,70.2
-0.23219,0.00211,1405,20,70.25
-0.23451,0.00326,1406,20,70.3
-0.18363,0.0019,1407,20,70.35
-0.19177,-0.01378,1408,20,70.4
-0.19928,-0.01568,1409,20,70.45
-0.224,-0.01413,1410,20,70.5
-0.22178,-0.01108,1411,20,70.55
-0.21099,-0.0121,1412,20,70.6
-0.20483,-0.01415,1413,20,70.65
-0.23057,-0.01729,1414,20,70.7
-0.23513,-0.02723,1415,20,70.75
-0.23864,-0.02798,1416,20,70.8
-0.24267,-0.03385,1417,20,70.85
-0.24458,-0.03286,1418,20,70.9
-0.25199,-0.03115,1419,20,70.95
-0.24635,-0.02288,1420,20,71.0
-0.24251,-0.02334,1421,20,71.05
-0.24353,-0.02187,1422,20,71.1
-0.21776,-0.00751,1423,20,71.15
-0.22412,0.00259,1424,20,71.2
-0.22134,-0.00101,1425,20,71.25
-0.21767,-0.00113,1426,20,71.3
-0.21961,0.00812,1427,20,71.35
-0.23113,0.01065,1428,20,71.4
-0.2224,0.01388,1429,20,71.45
-0.22392,0.01471,1430,20,71.5
-0.23242,0.00215,1431,20,71.55
-0.23782,0.00257,1432,20,71.6
-0.23899,0.01201,1433,20,71.65
-0.24286,0.01199,1434,20,71.7
-0.22882,0.00419,1435,20,71.75
-0.22393,0.01512,1436,20,71.8
-0.2258,0.01734,1437,20,71.85
-0.23139,0.01903,1438,20,71.9
-0.22399,0.00841,1439,20,71.95
-0.22404,0.00541,1440,20,72.0
